id,begin_date,end_date,sku,warehouse_code,period_type_id
899,2023-04-17,2023-04-30,1224850,72850,5
864,2022-11-07,2022-11-20,1224850,72850,5
860,2022-10-24,2022-11-06,1224850,72850,5
860,2022-10-24,2022-11-06,13349850,192850,5
860,2022-10-24,2022-11-06,13349850,72850,5
860,2022-10-24,2022-11-06,13349850,67850,5
860,2022-10-24,2022-11-06,13349850,278850,5
806,2021-12-20,2022-01-09,14729850,67850,5
806,2021-12-20,2022-01-09,14729850,192850,5
860,2022-10-24,2022-11-06,13360850,67850,5
860,2022-10-24,2022-11-06,13360850,192850,5
860,2022-10-24,2022-11-06,17710850,67850,5
996,2024-01-22,2024-02-04,17170850,278850,5
955,2023-11-13,2023-11-26,18474850,192850,5
917,2023-07-24,2023-08-06,18474850,192850,5
916,2023-07-24,2023-08-06,18474850,192850,5
912,2023-06-26,2023-07-09,18474850,192850,5
864,2022-11-07,2022-11-20,18474850,192850,5
865,2022-11-07,2022-11-20,18474850,192850,5
900,2023-05-01,2023-05-14,18474850,192850,5
857,2022-09-19,2022-10-09,18474850,192850,5
955,2023-11-13,2023-11-26,18474850,72850,5
917,2023-07-24,2023-08-06,18474850,72850,5
916,2023-07-24,2023-08-06,18474850,72850,5
912,2023-06-26,2023-07-09,18474850,72850,5
865,2022-11-07,2022-11-20,18474850,72850,5
900,2023-05-01,2023-05-14,18474850,72850,5
864,2022-11-07,2022-11-20,18474850,72850,5
970,2023-12-11,2023-12-24,14002850,278850,5
970,2023-12-11,2023-12-24,14002850,192850,5
845,2022-08-08,2022-08-21,14002850,192850,5
970,2023-12-11,2023-12-24,14002850,72850,5
970,2023-12-11,2023-12-24,14002850,67850,5
879,2023-01-09,2023-01-22,14002850,67850,5
860,2022-10-24,2022-11-06,14002850,67850,5
845,2022-08-08,2022-08-21,14002850,67850,5
978,2023-12-25,2024-01-07,17170850,278850,5
960,2023-11-27,2023-12-10,17170850,278850,5
936,2023-09-18,2023-10-01,17170850,278850,5
929,2023-08-21,2023-09-03,17170850,278850,5
925,2023-08-21,2023-09-03,17170850,278850,5
910,2023-06-12,2023-06-25,17170850,278850,5
902,2023-05-15,2023-05-28,17170850,278850,5
996,2024-01-22,2024-02-04,17170850,72850,5
978,2023-12-25,2024-01-07,17170850,72850,5
960,2023-11-27,2023-12-10,17170850,72850,5
936,2023-09-18,2023-10-01,17170850,72850,5
929,2023-08-21,2023-09-03,17170850,72850,5
925,2023-08-21,2023-09-03,17170850,72850,5
910,2023-06-12,2023-06-25,17170850,72850,5
902,2023-05-15,2023-05-28,17170850,72850,5
955,2023-11-13,2023-11-26,18474850,278850,5
996,2024-01-22,2024-02-04,17170850,192850,5
917,2023-07-24,2023-08-06,18474850,278850,5
916,2023-07-24,2023-08-06,18474850,278850,5
912,2023-06-26,2023-07-09,18474850,278850,5
978,2023-12-25,2024-01-07,17170850,192850,5
864,2022-11-07,2022-11-20,18474850,278850,5
960,2023-11-27,2023-12-10,17170850,192850,5
936,2023-09-18,2023-10-01,17170850,192850,5
900,2023-05-01,2023-05-14,18474850,278850,5
929,2023-08-21,2023-09-03,17170850,192850,5
865,2022-11-07,2022-11-20,18474850,278850,5
925,2023-08-21,2023-09-03,17170850,192850,5
910,2023-06-12,2023-06-25,17170850,192850,5
902,2023-05-15,2023-05-28,17170850,192850,5
996,2024-01-22,2024-02-04,17170850,67850,5
978,2023-12-25,2024-01-07,17170850,67850,5
960,2023-11-27,2023-12-10,17170850,67850,5
936,2023-09-18,2023-10-01,17170850,67850,5
929,2023-08-21,2023-09-03,17170850,67850,5
925,2023-08-21,2023-09-03,17170850,67850,5
910,2023-06-12,2023-06-25,17170850,67850,5
902,2023-05-15,2023-05-28,17170850,67850,5
806,2021-12-20,2022-01-09,14730850,192850,5
955,2023-11-13,2023-11-26,18474850,67850,5
917,2023-07-24,2023-08-06,18474850,67850,5
916,2023-07-24,2023-08-06,18474850,67850,5
912,2023-06-26,2023-07-09,18474850,67850,5
865,2022-11-07,2022-11-20,18474850,67850,5
900,2023-05-01,2023-05-14,18474850,67850,5
864,2022-11-07,2022-11-20,18474850,67850,5
860,2022-10-24,2022-11-06,18474850,67850,5
857,2022-09-19,2022-10-09,18474850,67850,5
818,2022-02-21,2022-03-06,1193850,278850,5
818,2022-02-21,2022-03-06,1193850,192850,5
818,2022-02-21,2022-03-06,1193850,72850,5
806,2021-12-20,2022-01-09,14730850,67850,5
818,2022-02-21,2022-03-06,1193850,67850,5
997,2024-02-05,2024-02-18,14150850,278850,5
982,2024-01-08,2024-01-21,14150850,278850,5
955,2023-11-13,2023-11-26,14150850,278850,5
949,2023-10-16,2023-10-29,14150850,278850,5
936,2023-09-18,2023-10-01,14150850,278850,5
929,2023-08-21,2023-09-03,14150850,278850,5
925,2023-08-21,2023-09-03,14150850,278850,5
909,2023-05-29,2023-06-11,14150850,278850,5
895,2023-04-03,2023-04-16,14150850,278850,5
860,2022-10-24,2022-11-06,14150850,278850,5
997,2024-02-05,2024-02-18,14150850,72850,5
982,2024-01-08,2024-01-21,14150850,72850,5
955,2023-11-13,2023-11-26,14150850,72850,5
949,2023-10-16,2023-10-29,14150850,72850,5
913,2023-07-10,2023-07-23,17169850,72850,5
909,2023-05-29,2023-06-11,17169850,72850,5
936,2023-09-18,2023-10-01,14150850,72850,5
929,2023-08-21,2023-09-03,14150850,72850,5
925,2023-08-21,2023-09-03,14150850,72850,5
909,2023-05-29,2023-06-11,14150850,72850,5
895,2023-04-03,2023-04-16,14150850,72850,5
860,2022-10-24,2022-11-06,14150850,72850,5
997,2024-02-05,2024-02-18,14150850,192850,5
982,2024-01-08,2024-01-21,14150850,192850,5
955,2023-11-13,2023-11-26,14150850,192850,5
949,2023-10-16,2023-10-29,14150850,192850,5
936,2023-09-18,2023-10-01,14150850,192850,5
929,2023-08-21,2023-09-03,14150850,192850,5
925,2023-08-21,2023-09-03,14150850,192850,5
909,2023-05-29,2023-06-11,14150850,192850,5
895,2023-04-03,2023-04-16,14150850,192850,5
860,2022-10-24,2022-11-06,14150850,192850,5
806,2021-12-20,2022-01-09,14150850,192850,5
997,2024-02-05,2024-02-18,14150850,67850,5
913,2023-07-10,2023-07-23,17169850,192850,5
909,2023-05-29,2023-06-11,17169850,192850,5
913,2023-07-10,2023-07-23,17169850,278850,5
909,2023-05-29,2023-06-11,17169850,278850,5
913,2023-07-10,2023-07-23,17169850,67850,5
982,2024-01-08,2024-01-21,14150850,67850,5
909,2023-05-29,2023-06-11,17169850,67850,5
955,2023-11-13,2023-11-26,14150850,67850,5
949,2023-10-16,2023-10-29,14150850,67850,5
936,2023-09-18,2023-10-01,14150850,67850,5
929,2023-08-21,2023-09-03,14150850,67850,5
925,2023-08-21,2023-09-03,14150850,67850,5
909,2023-05-29,2023-06-11,14150850,67850,5
895,2023-04-03,2023-04-16,14150850,67850,5
860,2022-10-24,2022-11-06,14150850,67850,5
806,2021-12-20,2022-01-09,14150850,67850,5
860,2022-10-24,2022-11-06,21026850,67850,5
847,2022-08-08,2022-08-21,21026850,67850,5
860,2022-10-24,2022-11-06,21026850,278850,5
847,2022-08-08,2022-08-21,21026850,278850,5
860,2022-10-24,2022-11-06,21026850,192850,5
847,2022-08-08,2022-08-21,21026850,192850,5
860,2022-10-24,2022-11-06,21026850,72850,5
847,2022-08-08,2022-08-21,21026850,72850,5
860,2022-10-24,2022-11-06,14754850,67850,5
860,2022-10-24,2022-11-06,14754850,192850,5
860,2022-10-24,2022-11-06,14754850,278850,5
860,2022-10-24,2022-11-06,14754850,72850,5
935,2023-09-07,2023-09-08,12773850,67850,5
955,2023-11-13,2023-11-26,18472850,192850,5
917,2023-07-24,2023-08-06,18472850,192850,5
916,2023-07-24,2023-08-06,18472850,192850,5
912,2023-06-26,2023-07-09,18472850,192850,5
864,2022-11-07,2022-11-20,18472850,192850,5
865,2022-11-07,2022-11-20,18472850,192850,5
900,2023-05-01,2023-05-14,18472850,192850,5
857,2022-09-19,2022-10-09,18472850,192850,5
860,2022-10-24,2022-11-06,12773850,67850,5
847,2022-08-08,2022-08-21,12773850,67850,5
955,2023-11-13,2023-11-26,18472850,72850,5
917,2023-07-24,2023-08-06,18472850,72850,5
916,2023-07-24,2023-08-06,18472850,72850,5
935,2023-09-07,2023-09-08,12773850,192850,5
912,2023-06-26,2023-07-09,18472850,72850,5
860,2022-10-24,2022-11-06,12773850,192850,5
864,2022-11-07,2022-11-20,18472850,72850,5
865,2022-11-07,2022-11-20,18472850,72850,5
847,2022-08-08,2022-08-21,12773850,192850,5
900,2023-05-01,2023-05-14,18472850,72850,5
935,2023-09-07,2023-09-08,12773850,278850,5
860,2022-10-24,2022-11-06,12773850,278850,5
847,2022-08-08,2022-08-21,12773850,278850,5
955,2023-11-13,2023-11-26,18472850,278850,5
935,2023-09-07,2023-09-08,12773850,72850,5
917,2023-07-24,2023-08-06,18472850,278850,5
860,2022-10-24,2022-11-06,12773850,72850,5
916,2023-07-24,2023-08-06,18472850,278850,5
847,2022-08-08,2022-08-21,12773850,72850,5
912,2023-06-26,2023-07-09,18472850,278850,5
864,2022-11-07,2022-11-20,18472850,278850,5
991,2024-01-22,2024-02-04,20651850,72850,5
865,2022-11-07,2022-11-20,18472850,278850,5
900,2023-05-01,2023-05-14,18472850,278850,5
955,2023-11-13,2023-11-26,18472850,67850,5
917,2023-07-24,2023-08-06,18472850,67850,5
916,2023-07-24,2023-08-06,18472850,67850,5
912,2023-06-26,2023-07-09,18472850,67850,5
865,2022-11-07,2022-11-20,18472850,67850,5
900,2023-05-01,2023-05-14,18472850,67850,5
864,2022-11-07,2022-11-20,18472850,67850,5
860,2022-10-24,2022-11-06,18472850,67850,5
857,2022-09-19,2022-10-09,18472850,67850,5
960,2023-11-27,2023-12-10,20651850,72850,5
954,2023-10-30,2023-11-12,20651850,72850,5
945,2023-10-02,2023-10-15,20651850,72850,5
913,2023-07-10,2023-07-23,20651850,72850,5
910,2023-06-12,2023-06-25,20651850,72850,5
991,2024-01-22,2024-02-04,20651850,278850,5
960,2023-11-27,2023-12-10,20651850,278850,5
954,2023-10-30,2023-11-12,20651850,278850,5
945,2023-10-02,2023-10-15,20651850,278850,5
913,2023-07-10,2023-07-23,20651850,278850,5
910,2023-06-12,2023-06-25,20651850,278850,5
991,2024-01-22,2024-02-04,20651850,192850,5
960,2023-11-27,2023-12-10,20651850,192850,5
954,2023-10-30,2023-11-12,20651850,192850,5
945,2023-10-02,2023-10-15,20651850,192850,5
913,2023-07-10,2023-07-23,20651850,192850,5
910,2023-06-12,2023-06-25,20651850,192850,5
991,2024-01-22,2024-02-04,20651850,67850,5
960,2023-11-27,2023-12-10,20651850,67850,5
954,2023-10-30,2023-11-12,20651850,67850,5
945,2023-10-02,2023-10-15,20651850,67850,5
913,2023-07-10,2023-07-23,20651850,67850,5
910,2023-06-12,2023-06-25,20651850,67850,5
860,2022-10-24,2022-11-06,20651850,67850,5
818,2022-02-21,2022-03-06,20651850,67850,5
814,2022-02-07,2022-02-20,20651850,67850,5
860,2022-10-24,2022-11-06,612850,278850,5
860,2022-10-24,2022-11-06,20652850,72850,5
847,2022-08-08,2022-08-21,20652850,72850,5
860,2022-10-24,2022-11-06,20652850,278850,5
847,2022-08-08,2022-08-21,20652850,278850,5
860,2022-10-24,2022-11-06,20652850,192850,5
847,2022-08-08,2022-08-21,20652850,192850,5
860,2022-10-24,2022-11-06,20652850,67850,5
847,2022-08-08,2022-08-21,20652850,67850,5
860,2022-10-24,2022-11-06,612850,192850,5
860,2022-10-24,2022-11-06,612850,72850,5
991,2024-01-22,2024-02-04,18948850,278850,5
978,2023-12-25,2024-01-07,18948850,278850,5
945,2023-10-02,2023-10-15,18948850,278850,5
922,2023-08-07,2023-08-20,18948850,278850,5
920,2023-08-07,2023-08-20,18948850,278850,5
860,2022-10-24,2022-11-06,612850,67850,5
884,2023-02-06,2023-02-19,18948850,278850,5
873,2022-12-05,2022-12-18,18948850,278850,5
872,2022-12-05,2022-12-18,18948850,278850,5
871,2022-12-05,2022-12-18,18948850,278850,5
870,2022-12-05,2022-12-18,18948850,278850,4
859,2022-10-10,2022-10-23,18948850,278850,5
860,2022-10-24,2022-11-06,18948850,278850,5
860,2022-10-24,2022-11-06,620850,278850,5
860,2022-10-24,2022-11-06,620850,67850,5
860,2022-10-24,2022-11-06,620850,72850,5
991,2024-01-22,2024-02-04,18948850,192850,5
978,2023-12-25,2024-01-07,18948850,192850,5
945,2023-10-02,2023-10-15,18948850,192850,5
922,2023-08-07,2023-08-20,18948850,192850,5
920,2023-08-07,2023-08-20,18948850,192850,5
859,2022-10-10,2022-10-23,18948850,192850,5
884,2023-02-06,2023-02-19,18948850,192850,5
873,2022-12-05,2022-12-18,18948850,192850,5
872,2022-12-05,2022-12-18,18948850,192850,5
871,2022-12-05,2022-12-18,18948850,192850,5
870,2022-12-05,2022-12-18,18948850,192850,4
860,2022-10-24,2022-11-06,18948850,192850,5
860,2022-10-24,2022-11-06,2376850,278850,5
860,2022-10-24,2022-11-06,2376850,192850,5
860,2022-10-24,2022-11-06,620850,192850,5
860,2022-10-24,2022-11-06,2376850,67850,5
860,2022-10-24,2022-11-06,2376850,72850,5
991,2024-01-22,2024-02-04,18948850,72850,5
978,2023-12-25,2024-01-07,18948850,72850,5
945,2023-10-02,2023-10-15,18948850,72850,5
922,2023-08-07,2023-08-20,18948850,72850,5
920,2023-08-07,2023-08-20,18948850,72850,5
884,2023-02-06,2023-02-19,18948850,72850,5
873,2022-12-05,2022-12-18,18948850,72850,5
872,2022-12-05,2022-12-18,18948850,72850,5
871,2022-12-05,2022-12-18,18948850,72850,5
870,2022-12-05,2022-12-18,18948850,72850,4
859,2022-10-10,2022-10-23,18948850,72850,5
860,2022-10-24,2022-11-06,18948850,72850,5
997,2024-02-05,2024-02-18,20650850,192850,5
991,2024-01-22,2024-02-04,18948850,67850,5
978,2023-12-25,2024-01-07,18948850,67850,5
945,2023-10-02,2023-10-15,18948850,67850,5
922,2023-08-07,2023-08-20,18948850,67850,5
920,2023-08-07,2023-08-20,18948850,67850,5
859,2022-10-10,2022-10-23,18948850,67850,5
884,2023-02-06,2023-02-19,18948850,67850,5
873,2022-12-05,2022-12-18,18948850,67850,5
872,2022-12-05,2022-12-18,18948850,67850,5
871,2022-12-05,2022-12-18,18948850,67850,5
870,2022-12-05,2022-12-18,18948850,67850,4
860,2022-10-24,2022-11-06,18948850,67850,5
982,2024-01-08,2024-01-21,20650850,192850,5
970,2023-12-11,2023-12-24,20650850,192850,5
955,2023-11-13,2023-11-26,20650850,192850,5
949,2023-10-16,2023-10-29,20650850,192850,5
912,2023-06-26,2023-07-09,20650850,192850,5
806,2021-12-20,2022-01-09,20650850,192850,5
997,2024-02-05,2024-02-18,20650850,278850,5
982,2024-01-08,2024-01-21,20650850,278850,5
970,2023-12-11,2023-12-24,20650850,278850,5
955,2023-11-13,2023-11-26,20650850,278850,5
949,2023-10-16,2023-10-29,20650850,278850,5
912,2023-06-26,2023-07-09,20650850,278850,5
806,2021-12-20,2022-01-09,20650850,278850,5
997,2024-02-05,2024-02-18,20650850,72850,5
982,2024-01-08,2024-01-21,20650850,72850,5
970,2023-12-11,2023-12-24,20650850,72850,5
955,2023-11-13,2023-11-26,20650850,72850,5
949,2023-10-16,2023-10-29,20650850,72850,5
912,2023-06-26,2023-07-09,20650850,72850,5
806,2021-12-20,2022-01-09,20650850,72850,5
997,2024-02-05,2024-02-18,20650850,67850,5
982,2024-01-08,2024-01-21,20650850,67850,5
970,2023-12-11,2023-12-24,20650850,67850,5
955,2023-11-13,2023-11-26,20650850,67850,5
949,2023-10-16,2023-10-29,20650850,67850,5
912,2023-06-26,2023-07-09,20650850,67850,5
860,2022-10-24,2022-11-06,20650850,67850,5
806,2021-12-20,2022-01-09,20650850,67850,5
815,2022-02-14,2022-02-26,14755850,192850,4
810,2022-01-19,2022-02-02,14755850,192850,4
908,2023-06-12,2023-06-27,14755850,67850,5
903,2023-05-15,2023-05-30,14755850,67850,5
888,2023-03-06,2023-03-19,14755850,67850,5
860,2022-10-24,2022-11-06,14755850,67850,5
815,2022-02-14,2022-02-26,14755850,67850,4
810,2022-01-19,2022-02-02,14755850,67850,4
902,2023-05-15,2023-05-28,24918850,72850,5
895,2023-04-03,2023-04-16,24918850,72850,5
860,2022-10-24,2022-11-06,24918850,72850,5
818,2022-02-21,2022-03-06,24918850,72850,5
902,2023-05-15,2023-05-28,24918850,67850,5
895,2023-04-03,2023-04-16,24918850,67850,5
860,2022-10-24,2022-11-06,24918850,67850,5
818,2022-02-21,2022-03-06,24918850,67850,5
902,2023-05-15,2023-05-28,24918850,278850,5
913,2023-07-10,2023-07-23,26898850,72850,5
855,2022-09-05,2022-09-18,26898850,72850,5
860,2022-10-24,2022-11-06,26898850,72850,5
895,2023-04-03,2023-04-16,24918850,278850,5
860,2022-10-24,2022-11-06,24918850,278850,5
818,2022-02-21,2022-03-06,24918850,278850,5
902,2023-05-15,2023-05-28,24918850,192850,5
895,2023-04-03,2023-04-16,24918850,192850,5
860,2022-10-24,2022-11-06,24918850,192850,5
818,2022-02-21,2022-03-06,24918850,192850,5
